Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO BUTATIQUE, SECTOR PUNTA COLA, ISLA AULIN",(1): AGUA Y FONDO,5.98,Empresa,Sur,Estero,,
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): NORTE ISLA PUDUGUAPI,(1): AGUA Y FONDO,2.16,Empresa,Sur,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PUYUGUAPI, AL NORESTE DE ISLA TORTUGA",(1): AGUA Y FONDO,4.5,Empresa,Austral,Canal,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): CANAL QUIHUA, GUAYUN",(1): PLAYA ,0.16,Persona natural,Sur,Canal,,
PUQUELDON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL QUEHUI, AL SUR DE PUNTA YAOTAL, ISLA LEMUY",(1): AGUA Y FONDO,10.0,Empresa,Sur,Canal,,
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, AL ESTE DE MORRO CHANHUÉ",(1): AGUA Y FONDO,28.88,Empresa,Sur,Río,,
PUYEHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO RUPANCO, AL ESTE DE PUNTA ADOLFO",(1): AGUA Y FONDO,5.35,Universidad,Sur,Lago,,
QUELLON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO COMPÚ, AL ESTE DE CALETA COMPÚ",(1): AGUA Y FONDO,68.64,Empresa,Sur,Estero,,
QUEMCHI,REGIÓN DE LOS LAGOS,"OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA",OSTREIDOS,MOLUSCOS,"(1): PUERTO HUITE, AL OESTE DE PUNTA ARENAS",(1): PLAYA ,1.09,Empresa,Sur,Puerto,,
QUEMCHI,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PUERTO HUITE, AL OESTE DE PUNTA ARENAS",(1): AGUA Y FONDO,2.65,Empresa,Sur,Puerto,,
CURACO DE VELEZ,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL QUINCHAO, SECTOR PUNTA VELEO, ISLA QUINCHAO",(1): AGUA Y FONDO,12.0,Empresa,Sur,Isla,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): CANAL QUIHUA, GUAYUN",(1): PLAYA ,0.19,Persona natural,Sur,Canal,,
CALBUCO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL ABTAO, ISLA ABTAO",(1): AGUA Y FONDO,10.15,Empresa,Sur,Canal,,
CURACO DE VELEZ,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL QUNCHAO, SECTOR PUNTA PALQUI, ISLA QUINCHAO",(1): AGUA Y FONDO,75.16,Empresa,Sur,Canal,,
PUERTO VARAS,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO CHAPO, ENTRE ISLOTE BETTY Y DESEMBOCADURA DE RÍO SUR",(1): AGUA Y FONDO,6.0,Persona natural,Sur,Lago,,
CALBUCO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PUNTA CHOPE, ISLA PULUQUI",(1): AGUA Y FONDO,29.69,Empresa,Sur,Punta,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MITILIDOS, SALMONIDOS",PECES,"(1): BAHÍA HUENQUILLAHUE, AL NORTE DE PUNTA HONDABLE",(1): AGUA Y FONDO,61.58,Empresa,Sur,Bahía,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MITILIDOS, SALMONIDOS",PECES,(1): BAHÍA HUELMO,(1): AGUA Y FONDO,62.51,Empresa,Sur,Bahía,,
QUEMCHI,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTION DEL NORTE, OSTION DEL SUR, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, PECTINIDOS, SALMONIDOS",PECES,"(1): PUERTO HUITE, AL OESTE DE PUNTA ARENAS",(1): AGUA Y FONDO,6.61,Empresa,Sur,Puerto,,
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, MITILIDOS, SALMONIDOS",PECES,"(1): GOLFO ALMIRANTE MONTT, PUERTO RIQUELME",(1): AGUA Y FONDO,0.24,Empresa,Austral,Golfo,,
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, MITILIDOS, SALMONIDOS",PECES,"(1): ESTERO EBERHARDT, AL NORTE DE PUNTA PRAT",(1): AGUA Y FONDO,0.35,Empresa,Austral,Estero,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): FIORDO AYSÉN, AL OESTE DE ENSENADA ACANTILADA, SECTOR 1",(1): AGUA Y FONDO,57.75,Empresa,Austral,Fiordo,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): FIORDO AYSÉN, AL SUROESTE DE ENSENADA ACANTILADA, SECTOR 2",(1): AGUA Y FONDO,42.56,Empresa,Austral,Fiordo,,
COCHAMO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO RELONCAVÍ, AL SUR DE PUNTA POCOIHUÉN",(1): AGUA Y FONDO,0.84,Empresa,Sur,Estero,,
PUERTO VARAS,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO RELONCAVÍ,  AL NORTE DE SECTOR CULULIR",(1): AGUA Y FONDO,9.48,Empresa,Sur,Estero,,
MARIQUINA,REGIÓN DE LOS RÍOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO LINGUE, CALETA MEHUÍN",(1): AGUA Y FONDO,0.75,Persona natural,Sur,Río,,
DALCAHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL DALCAHUE, AL SUR DE PUNTA QUIQUEL",(1): AGUA Y FONDO,4.2,Empresa,Sur,Canal,,
DALCAHUE,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): SECTOR 1 EN PUNTA QUIQUEL,(1): AGUA Y FONDO,6.39,Empresa,Sur,Localidad,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SECTOR ENTRE ISLA MALOMACÚN E ISLA TORO,(1): AGUA Y FONDO,0.2,Empresa,Sur,Isla,,
ANCUD,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): BAHÍA MANAO, AL SUROESTE DE PUNTA PIEDRAS",(1): AGUA Y FONDO,12.79,Empresa,Sur,Bahía,,
PUERTO VARAS,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO LLANQUIHUE, PUERTO PÉREZ ROSALES",(1): AGUA Y FONDO,4.95,Empresa,Sur,Lago,,
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, OSTREIDOS, PECTINIDOS",ALGAS,"(1): PUERTO CALDERA, AL OESTE DE PUNTA PELIGROSA",(1): AGUA Y FONDO,6.73,Persona natural,Norte,Puerto,,
CORRAL,REGIÓN DE LOS RÍOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, MITILIDOS, OSTREIDOS",ALGAS,"(1): RÍO TORNAGALEONES, AL OESTE DE SECTOR PUYEHUE, ISL",(1): AGUA Y FONDO,3.65,Empresa,Sur,Río,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 4",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 6",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 5",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 3",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 2",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, RADA POTREROS DE CHOLGO, ISLA LLANCAHUÉ, SECTOR 1",(1): AGUA Y FONDO,9.0,Empresa,Sur,Canal,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): LAGUNA POZO PUREO, ISLA QUIHUA",(1): AGUA Y FONDO,8.83,Empresa,Sur,Laguna,,
COQUIMBO,REGIÓN DE COQUIMBO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): BAHÍA COQUIMBO, PLAYA CHANGA, SECTOR 1",(1): AGUA Y FONDO,36.24,Cooperativa,Centro Norte,Bahía,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DEL NORTE, OSTION DEL SUR, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MITILIDOS, OSTREIDOS, PECTINIDOS, SALMONIDOS",PECES,"(1): ESTERO HUITO, EL ROSARÍO",(1): AGUA Y FONDO,3.42,Empresa,Sur,Estero,,
QUELLON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL GUAMBLAD, AL NOROESTE DE ISLA SAN PEDRO, SECTOR 2",(1): AGUA Y FONDO,7.2,Empresa,Sur,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): QUELLÓN VIEJO, AL ESTE DE PUNTA YENECURA",(1): AGUA Y FONDO,14.42,Empresa,Sur,Poblado,,
QUELLON,REGIÓN DE LOS LAGOS,"OSTION DEL NORTE, OSTION DEL SUR, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","PECTINIDOS, SALMONIDOS",PECES,"(1): ESTERO OQUELDAN, AL SURESTE DE PUNTA TILIN",(1): AGUA Y FONDO,3.98,Empresa,Sur,Estero,,
QUELLON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL GUAMBLAD, AL NOROESTE DE ISLA SAN PEDRO, SECTOR 1",(1): AGUA Y FONDO,7.2,Empresa,Sur,Canal,,
CHONCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO DE NATRI, AL NORTE DE RÍO NATRI",(1): AGUA Y FONDO,6.26,Empresa,Sur,Lago,,
QUELLON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO HUILDAD, SECTOR BAJO MC INTYRE",(1): AGUA Y FONDO,6.0,Empresa,Sur,Estero,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO RULO, PUNTA METRENCUE",(1): AGUA Y FONDO,5.35,Empresa,Sur,Estero,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): PUNTA CAICAÉN, ISLA CALBUCO",(1): AGUA Y FONDO,0.8,Empresa,Sur,Punta,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PUYUGUAPI, AL SUROESTE DE CALETA AMPARO GRANDE",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PUYUGUAPI, CALETA AMPARO GRANDE",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PUYUGUAPI, AL SUROESTE DE PUNTA TRIGUEÑA, ISLA MAGDALENA",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): ENSENADA ACANTILADA,(1): AGUA Y FONDO,3.41,Empresa,Austral,Ensenada,,
